CM_PACKET_NUM,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE_CODE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,EVENT_NOTES,LAST_UPDTED_DATE,BATCH_ID,DOC_CLASSIFICATION_CODE,,,,,,,
22116108,PROCESSED,2441532,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 7:48:52 PM,215,RM-NONESSENTIAL,,,,,,,
22116109,PROCESSED,2441319,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 7:35:03 PM,215,RM-NONESSENTIAL,,,,,,,
22116110,OFF RAMPED,2442286,OFFRAMPED,EVD-CDG,Evidence Mail,Court Documents - General,Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:56:33 PM,215,NULL,,,,,,,
22116110,OFF RAMPED,2442288,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Incomplete Form - Missing Field -  VETERAN_ADDRESS_STATE, VETERAN_ADDRESS_ZIP5, - Off Ramped",10/26/2020 11:56:33 PM,215,NULL,,,,,,,
22116111,PROCESSED,2442927,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/27/2020 2:29:28 AM,215,NULL,,,,,,,
22116112,PROCESSED,2442686,PROCESSED,845,845,VA 21-0845 Authorization to Disclose Personal Info,"Outcome : Flash Established, Added Note, Successfully Added Unsolicited Evidence, Added Note",10/27/2020 2:59:44 AM,215,NULL,,,,,,,
22116113,PROCESSED,2443368,PROCESSED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/26/2020 9:50:18 PM,215,NULL,,,,,,,
22116114,OFF RAMPED,2441538,OFFRAMPED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/26/2020 7:33:14 PM,215,NULL,,,,,,,
22116118,PROCESSED,2442548,PROCESSED,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,NULL,10/26/2020 9:39:27 PM,215,NULL,,,,,,,
22116118,PROCESSED,2442553,PROCESSED,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,NULL,10/26/2020 9:39:27 PM,215,NULL,,,,,,,
22116126,PROCESSED,2441499,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 11:08:06 PM,215,NULL,,,,,,,
22116126,PROCESSED,2441500,PROCESSED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Claim Successfully Created, Contentions Added, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 11:08:06 PM,215,NULL,,,,,,,
22116127,PROCESSED,2442027,PROCESSED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/27/2020 3:02:12 AM,215,NULL,,,,,,,
22116127,PROCESSED,2442028,PROCESSED,781,Evidence Mail,"VA 21-0781, Statement in Support of Claim for PTSD",NULL,10/27/2020 3:02:12 AM,215,NULL,,,,,,,
22116127,PROCESSED,2442029,PROCESSED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Claim Successfully Created, Contentions Added, Successfully Added Unsolicited Evidence, Added Note",10/27/2020 3:02:12 AM,215,NULL,,,,,,,
22116128,OFF RAMPED,2442835,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 9:04:32 PM,215,UNKNOWN,,,,,,,
22116128,OFF RAMPED,2442838,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 9:04:32 PM,215,UNKNOWN,,,,,,,
22116128,OFF RAMPED,2442841,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 9:04:32 PM,215,UNKNOWN,,,,,,,
22116132,REVIEWED,2442439,HIL_VBMS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/26/2020 6:49:45 PM,215,NULL,,,,,,,
22116132,REVIEWED,2442445,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/26/2020 6:49:45 PM,215,NULL,,,,,,,
22116133,OFF RAMPED,2442325,OCRSUCCESS,781,Evidence Mail,"VA 21-0781, Statement in Support of Claim for PTSD",NULL,10/26/2020 11:19:57 PM,215,NULL,,,,,,,
22116133,OFF RAMPED,2442327,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/26/2020 11:19:57 PM,215,NULL,,,,,,,
22116133,OFF RAMPED,2442330,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/26/2020 11:19:57 PM,215,UNKNOWN,,,,,,,
22116133,OFF RAMPED,2442332,OCRSUCCESS,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Business Rule - No open Claim/EP and no keyword identified,10/26/2020 11:19:57 PM,215,UNKNOWN,,,,,,,
22116133,OFF RAMPED,2442334,OCRSUCCESS,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/26/2020 11:19:57 PM,215,NULL,,,,,,,
22116133,OFF RAMPED,2442337,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Incomplete Form - Missing Field - CLAIMANT_SIGNATURE, REP_SIGNATURE, ALTERNATE_SIGNATURE - Off Ramped",10/26/2020 11:19:57 PM,215,NULL,,,,,,,
22116135,PROCESSED,2441308,PROCESSED,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 6:45:11 PM,215,UNKNOWN,,,,,,,
22116135,PROCESSED,2441310,PROCESSED,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/26/2020 6:45:11 PM,215,NULL,,,,,,,
22116135,PROCESSED,2441311,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/26/2020 6:45:11 PM,215,BVA_APPEALS_REMAND,,,,,,,
22116135,PROCESSED,2441312,PROCESSED,IU,Evidence Mail,VA 21-4140 Employment Questionnaire,NULL,10/26/2020 6:45:11 PM,215,NULL,,,,,,,
22116135,PROCESSED,2441313,PROCESSED,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 6:45:11 PM,215,NULL,,,,,,,
22116138,OFF RAMPED,2441635,OFFRAMPED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,NULL,10/26/2020 8:32:26 PM,215,NULL,,,,,,,
22116139,PROCESSED,2442342,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/27/2020 12:44:23 AM,215,NULL,,,,,,,
22116140,PROCESSED,2441297,PROCESSED,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 6:46:45 PM,215,UNKNOWN,,,,,,,
22116140,PROCESSED,2441299,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/26/2020 6:46:45 PM,215,BVA_APPEALS_REMAND,,,,,,,
22116140,PROCESSED,2441300,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 6:46:45 PM,215,NULL,,,,,,,
22116141,PROCESSED,2443506,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 11:04:43 PM,215,NULL,,,,,,,
22116141,PROCESSED,2443507,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 11:04:43 PM,215,NULL,,,,,,,
22116141,PROCESSED,2443508,PROCESSED,EVD-DC,Evidence Mail,Death Certificate,NULL,10/26/2020 11:04:43 PM,215,NATURAL,,,,,,,
22116141,PROCESSED,2443510,PROCESSED,EVD-FBE,Evidence Mail,Funeral Bill/Expenses,NULL,10/26/2020 11:04:43 PM,215,NULL,,,,,,,
22116141,PROCESSED,2443513,PROCESSED,530,530,VA 21-530 Application for Burial Benefits,NULL,10/26/2020 11:04:43 PM,215,NULL,,,,,,,
22116142,PROCESSED,2441334,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 11:55:55 PM,215,RM-DEVELOPMENT,,,,,,,
22116143,PROCESSED,2443122,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 11:21:59 PM,215,RM-NOTIFICATION,,,,,,,
22116144,PROCESSED,2443073,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 11:14:26 PM,215,RM-NOTIFICATION,,,,,,,
22116145,PROCESSED,2442049,PROCESSED,966,966,VA 21-0966 Intent to File,Outcome : Successfully processed ITF and Updated Address,10/26/2020 8:39:19 PM,215,NULL,,,,,,,
22116146,PROCESSED,2442212,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:40:39 PM,215,RM-DEVELOPMENT,,,,,,,
22116148,PROCESSED,2441861,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/27/2020 2:31:10 AM,215,RM-NOTIFICATION,,,,,,,
22116150,PROCESSED,2443241,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 11:27:09 PM,215,RM-NOTIFICATION,,,,,,,
22116152,REVIEWED,2442042,HIL_VBMS,RM,Returned Mail,Returned Mail,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 6:33:37 PM,215,RM-NOTIFICATION,,,,,,,
22116153,PROCESSED,2442236,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:43:12 PM,215,RM-NOTIFICATION,,,,,,,
22116154,OFF RAMPED,2441380,OFFRAMPED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 6:44:17 PM,215,NULL,,,,,,,
22116155,PROCESSED,2441593,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 7:58:40 PM,215,RM-DEVELOPMENT,,,,,,,
22116157,PROCESSED,2442145,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:32:22 PM,215,RM-DEVELOPMENT,,,,,,,
22116158,PROCESSED,2441411,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 7:47:36 PM,215,RM-DEVELOPMENT,,,,,,,
22116159,PROCESSED,2441341,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 7:36:12 PM,215,RM-DEVELOPMENT,,,,,,,
22116160,PROCESSED,2441765,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:15:14 PM,215,RM-NOTIFICATION,,,,,,,
22116162,PROCESSED,2441803,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:07:04 PM,215,RM-NOTIFICATION,,,,,,,
22116163,PROCESSED,2441420,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/27/2020 12:03:39 AM,215,RM-NOTIFICATION,,,,,,,
22116164,PROCESSED,2442356,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 8:53:33 PM,215,RM-NOTIFICATION,,,,,,,
22116165,PROCESSED,2442293,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/27/2020 2:30:37 AM,215,RM-NOTIFICATION,,,,,,,
22116166,PROCESSED,2441881,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/27/2020 2:21:57 AM,215,RM-NONESSENTIAL,,,,,,,
22116167,PROCESSED,2442814,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 9:43:11 PM,215,RM-DEVELOPMENT,,,,,,,
22116168,PROCESSED,2442603,PROCESSED,RM,Returned Mail,Returned Mail,NULL,10/26/2020 9:37:53 PM,215,RM-DEVELOPMENT,,,,,,,
22116169,PROCESSED,2442274,PROCESSED,RM,Returned Mail,Returned Mail,"Outcome : BAI selected, Successfully Added Unsolicited Evidence",10/26/2020 8:40:35 PM,215,RM-NONESSENTIAL,,,,,,,
22116172,PROCESSED,2442290,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/27/2020 12:44:48 AM,215,NULL,,,,,,,
22116173,PROCESSED,2443043,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 9:22:09 PM,215,NULL,,,,,,,
22116173,PROCESSED,2443044,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 9:22:09 PM,215,NULL,,,,,,,
22116173,PROCESSED,2443045,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 9:22:09 PM,215,NULL,,,,,,,
22116173,PROCESSED,2443048,PROCESSED,EVD-COR,EVD-COR,Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:22:09 PM,215,UNKNOWN,,,,,,,
22116174,PROCESSED,2442812,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/27/2020 1:50:10 AM,215,NULL,,,,,,,
22116176,PROCESSED,2443325,PROCESSED,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/26/2020 9:43:47 PM,215,NULL,,,,,,,
22116177,PROCESSED,2441869,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/26/2020 11:53:30 PM,215,NULL,,,,,,,
22116182,PROCESSED,2441915,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 7:52:41 PM,215,NULL,,,,,,,
22116182,PROCESSED,2441917,PROCESSED,EVD-COR,EVD-COR,Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 7:52:41 PM,215,FOIA_PRIVACYACT,,,,,,,
22116184,PROCESSED,2441488,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 7:02:31 PM,215,BVA_APPEALS_REMAND,,,,,,,
22116185,PROCESSED,2442577,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/27/2020 3:05:26 AM,215,UNKNOWN,,,,,,,
22116186,PROCESSED,2443335,PROCESSED,845,845,VA 21-0845 Authorization to Disclose Personal Info,"Outcome : Added Note, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 10:03:21 PM,215,NULL,,,,,,,
22116187,REVIEWED,2442270,HIL_VBMS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/26/2020 6:43:39 PM,215,UNKNOWN,,,,,,,
22116188,PROCESSED,2443499,PROCESSED,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,Outcome : Successfully Updated Solicited Evidence,10/26/2020 10:16:54 PM,215,NULL,,,,,,,
22116189,PROCESSED,2443502,PROCESSED,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 10:09:12 PM,215,UNKNOWN,,,,,,,
22116189,PROCESSED,2443504,PROCESSED,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 10:09:12 PM,215,NULL,,,,,,,
22116190,PROCESSED,2441670,PROCESSED,EVD-21-0538,EVD-21-0538,VA 21-0538 Mandatory Status of Dependents,"Outcome : Claim Successfully Created, Claim Successfully ClearedSuccessfully Added Unsolicited Evidence, Added Note",10/26/2020 11:35:16 PM,215,NULL,,,,,,,
22116191,PROCESSED,2443101,PROCESSED,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/26/2020 9:34:14 PM,215,NULL,,,,,,,
22116192,PROCESSED,2442796,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:13:26 PM,215,UNKNOWN,,,,,,,
22116193,OFF RAMPED,2443026,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:07:51 PM,215,NULL,,,,,,,
22116193,OFF RAMPED,2443028,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:07:51 PM,215,NULL,,,,,,,
22116193,OFF RAMPED,2443031,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:07:51 PM,215,NULL,,,,,,,
22116194,OFF RAMPED,2442728,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:03:54 PM,215,NULL,,,,,,,
22116194,OFF RAMPED,2442734,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:03:54 PM,215,NULL,,,,,,,
22116194,OFF RAMPED,2442737,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 11:03:54 PM,215,NULL,,,,,,,
22116196,OFF RAMPED,2442717,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 9:19:45 PM,215,UNKNOWN,,,,,,,
22116196,OFF RAMPED,2442717,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Business Rule - No open Claim/EP and no keyword identified,10/26/2020 9:19:45 PM,215,UNKNOWN,,,,,,,
22116198,OFF RAMPED,2443171,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/27/2020 12:41:18 AM,215,NULL,,,,,,,
22116199,OFF RAMPED,2443107,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 9:25:03 PM,215,STATUS_REQUEST,,,,,,,
22116200,PROCESSED,2447953,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,"Outcome : POA updated, Successfully added unsolicited evidence",10/27/2020 3:12:48 AM,215,NULL,,,,,,,
22116200,PROCESSED,2447954,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/27/2020 3:12:48 AM,215,NULL,,,,,,,
22116204,PROCESSED,2443218,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:30:00 PM,215,BVA_APPEALS_REMAND,,,,,,,
22116205,PROCESSED,2443277,PROCESSED,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 10:05:07 PM,215,NULL,,,,,,,
22116208,PROCESSED,2447608,PROCESSED,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/27/2020 3:18:20 AM,215,NULL,,,,,,,
22116208,PROCESSED,2447611,PROCESSED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Flash Established, Claim Successfully Created, Contentions Added, Successfully Added Unsolicited Evidence, Added Note",10/27/2020 3:18:20 AM,215,NULL,,,,,,,
22116209,REVIEWED,2443075,HIL_VBMS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 7:09:25 PM,215,NULL,,,,,,,
22116210,PROCESSED,2442850,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:02:50 PM,215,UNKNOWN,,,,,,,
22116211,PROCESSED,2442916,PROCESSED,EVD-EC,Evidence Mail,Email Correspondence,NULL,10/26/2020 10:02:16 PM,215,NULL,,,,,,,
22116211,PROCESSED,2442918,PROCESSED,781,Evidence Mail,"VA 21-0781, Statement in Support of Claim for PTSD",NULL,10/26/2020 10:02:16 PM,215,NULL,,,,,,,
22116212,PROCESSED,2443381,PROCESSED,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 9:42:13 PM,215,MEDICAL_EVIDENCE,,,,,,,
22116212,PROCESSED,2443383,PROCESSED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/26/2020 9:42:13 PM,215,NULL,,,,,,,
22116212,PROCESSED,2443385,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:42:13 PM,215,MEDICAL_EVIDENCE,,,,,,,
22116213,PROCESSED,2443603,PROCESSED,966,966,VA 21-0966 Intent to File,NULL,10/27/2020 2:54:12 AM,215,NULL,,,,,,,
22116213,PROCESSED,2443605,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,"Outcome : POA updated, Successfully added unsolicited evidence",10/27/2020 2:54:12 AM,215,NULL,,,,,,,
22116217,OFF RAMPED,2442899,OFFRAMPED,EVD-IDMAT,Evidence Mail,Identification Materials,Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 9:35:25 PM,215,NULL,,,,,,,
22116220,OFF RAMPED,2442504,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 9:12:14 PM,215,NULL,,,,,,,
22116222,REVIEWED,2450302,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/27/2020 2:18:36 AM,215,NULL,,,,,,,
22116222,REVIEWED,2450306,OCRSUCCESS,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/27/2020 2:18:36 AM,215,NULL,,,,,,,
22116225,PROCESSED,2443413,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)","Outcome : RFA Letter Generated, sent to Veteran and POA and Successfully Added Unsolicited Evidence",10/26/2020 10:07:28 PM,215,NULL,,,,,,,
22116226,PROCESSED,2442092,PROCESSED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 8:37:56 PM,215,NULL,,,,,,,
22116226,PROCESSED,2442094,PROCESSED,966,966,VA 21-0966 Intent to File,Outcome : Successfully processed ITF and Updated Address,10/26/2020 8:37:56 PM,215,NULL,,,,,,,
22116226,PROCESSED,2442095,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,"Outcome : POA on record is the same as the POA submitted, Successfully added unsolicited evidence",10/26/2020 8:37:56 PM,215,NULL,,,,,,,
22116228,REVIEWED,2441426,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 6:07:37 PM,215,NULL,,,,,,,
22116228,REVIEWED,2441427,OCRSUCCESS,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 6:07:37 PM,215,NULL,,,,,,,
22116228,REVIEWED,2441429,HIL_VBMS,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 6:07:37 PM,215,NULL,,,,,,,
22116229,PROCESSED,2442983,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:27:59 PM,215,UNKNOWN,,,,,,,
22116230,PROCESSED,2442609,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:06:40 PM,215,UNKNOWN,,,,,,,
22116231,PROCESSED,2442809,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:13:27 PM,215,UNKNOWN,,,,,,,
22116232,OFF RAMPED,2443064,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/26/2020 9:40:51 PM,215,UNKNOWN,,,,,,,
22116232,OFF RAMPED,2443064,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Business Rule - No open Claim/EP and no keyword identified,10/26/2020 9:40:51 PM,215,UNKNOWN,,,,,,,
22116233,PROCESSED,2443156,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 10:00:43 PM,215,UNKNOWN,,,,,,,
22116235,PROCESSED,2443135,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and BVA_APPEALS_REMAND Keyword, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:54:48 PM,215,BVA_APPEALS_REMAND,,,,,,,
22116237,PROCESSED,2443478,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 10:50:46 PM,215,UNKNOWN,,,,,,,
22116238,PROCESSED,2442821,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,"Outcome : Business Rule - Open Claim/EP and No Keyword Identified, Successfully Added Unsolicited Evidence, Added Note",10/26/2020 9:16:01 PM,215,UNKNOWN,,,,,,,
